Date Time,p (mbar),T (degC),rh (%),wv (m/s),rain (mm)
01.07.2005 11:00:00,  985.28,   15.74,   90.30,    2.16,    0.00
01.07.2005 11:10:00,  985.31,   15.66,   89.60,    1.79,    0.00
01.07.2005 11:20:00,  985.38,   15.71,   89.80,    1.88,    0.00
01.07.2005 11:30:00,  985.50,   15.76,   89.80,    2.31,    0.00
01.07.2005 11:40:00,  985.59,   15.92,   89.60,    2.28,    0.00
01.07.2005 11:50:00,  985.64,   16.09,   88.70,    2.23,    0.00
01.07.2005 12:00:00,  985.69,   16.51,   87.30,    1.69,    0.00
01.07.2005 12:10:00,  985.77,   16.74,   85.70,    2.24,    0.00
01.07.2005 12:20:00,  985.77,   16.78,   84.70,    2.35,    0.00
01.07.2005 12:30:00,  985.83,   16.88,   84.50,    2.04,    0.00
01.07.2005 12:40:00,  985.88,   16.86,   83.70,    2.80,    0.00
01.07.2005 12:50:00,  985.92,   17.07,   83.10,    2.23,    0.00
01.07.2005 13:00:00,  985.95,   17.34,   82.30,    1.92,    0.00
01.07.2005 13:10:00,  986.00,   17.63,   81.10,    1.80,    0.00
01.07.2005 13:20:00,  986.07,   17.48,   80.10,    2.21,    0.00
01.07.2005 13:30:00,  985.98,   17.46,   80.00,    1.44,    0.00
01.07.2005 13:40:00,  986.05,   17.74,   78.80,    1.98,    0.00
01.07.2005 13:50:00,  986.16,   17.61,   78.70,    2.21,    0.00
01.07.2005 14:00:00,  986.18,   17.35,   78.90,    2.18,    0.00
01.07.2005 14:10:00,  986.34,   17.19,   79.40,    1.96,    0.00
01.07.2005 14:20:00,  986.35,   17.17,   81.10,    1.85,    0.00
01.07.2005 14:30:00,  986.45,   17.16,   82.20,    2.09,    0.00
01.07.2005 14:40:00,  986.50,   16.96,   84.10,    2.21,    0.00
01.07.2005 14:50:00,  986.59,   16.94,   83.90,    2.05,    0.00
01.07.2005 15:00:00,  986.63,   17.14,   81.10,    1.82,    0.00
01.07.2005 15:10:00,  986.64,   17.40,   76.80,    1.63,    0.00
01.07.2005 15:20:00,  986.75,   17.64,   74.40,    1.95,    0.00
01.07.2005 15:30:00,  986.77,   17.78,   73.60,    2.15,    0.00
01.07.2005 15:40:00,  986.83,   17.76,   73.40,    2.16,    0.00
01.07.2005 15:50:00,  986.87,   17.94,   73.00,    2.04,    0.00
01.07.2005 16:00:00,  986.85,   18.18,   71.60,    1.96,    0.00
01.07.2005 16:10:00,  986.88,   18.31,   70.40,    1.74,    0.00
01.07.2005 16:20:00,  987.01,   18.26,   70.20,    1.55,    0.00
01.07.2005 16:30:00,  987.11,   18.11,   71.40,    1.40,    0.00
01.07.2005 16:40:00,  987.15,   18.08,   70.80,    1.05,    0.00
01.07.2005 16:50:00,  987.20,   18.10,   70.30,    1.62,    0.00
01.07.2005 17:00:00,  987.23,   17.68,   71.50,    3.10,    0.00
01.07.2005 17:10:00,  987.28,   17.43,   73.40,    2.22,    0.00
01.07.2005 17:20:00,  987.36,   17.75,   72.70,    1.59,    0.00
01.07.2005 17:30:00,  987.41,   17.65,   73.10,    1.34,    0.00
01.07.2005 17:40:00,  987.56,   17.67,   73.60,    0.80,    0.00
01.07.2005 17:50:00,  987.68,   17.65,   73.70,    1.10,    0.00
01.07.2005 18:00:00,  987.83,   17.64,   75.20,    1.71,    0.10
01.07.2005 18:10:00,  987.93,   17.03,   79.50,    2.25,    0.10
01.07.2005 18:20:00,  987.98,   16.85,   80.10,    2.30,    0.00
01.07.2005 18:30:00,  988.07,   16.94,   80.20,    2.09,    0.00
01.07.2005 18:40:00,  988.21,   16.92,   82.10,    2.06,    0.00
01.07.2005 18:50:00,  988.26,   16.92,   82.80,    2.22,    0.00
01.07.2005 19:00:00,  988.34,   16.93,   81.60,    2.57,    0.00
01.07.2005 19:10:00,  988.45,   17.09,   79.80,    2.52,    0.00
01.07.2005 19:20:00,  988.53,   17.03,   81.00,    2.30,    0.00
01.07.2005 19:30:00,  988.52,   16.73,   83.00,    2.51,    0.00
01.07.2005 19:40:00,  988.63,   16.55,   83.20,    2.43,    0.00
01.07.2005 19:50:00,  988.66,   16.38,   83.00,    2.99,    0.00
01.07.2005 20:00:00,  988.77,   16.14,   83.60,    3.46,    0.00
01.07.2005 20:10:00,  988.94,   16.01,   82.80,    3.40,    0.00
01.07.2005 20:20:00,  989.11,   16.02,   81.90,    2.98,    0.00
01.07.2005 20:30:00,  989.32,   15.98,   82.00,    2.85,    0.00
01.07.2005 20:40:00,  989.55,   16.03,   81.10,    2.79,    0.00
01.07.2005 20:50:00,  989.74,   15.99,   80.80,    2.81,    0.00
01.07.2005 21:00:00,  989.92,   16.11,   79.70,    2.43,    0.00
01.07.2005 21:10:00,  990.13,   16.13,   79.90,    2.01,    0.00
01.07.2005 21:20:00,  990.35,   16.02,   80.60,    1.92,    0.00
01.07.2005 21:30:00,  990.44,   15.92,   81.20,    1.52,    0.00
01.07.2005 21:40:00,  990.54,   15.88,   81.50,    2.06,    0.00
01.07.2005 21:50:00,  990.64,   15.73,   82.50,    1.86,    0.00
01.07.2005 22:00:00,  990.72,   15.71,   82.50,    1.98,    0.00
01.07.2005 22:10:00,  990.81,   15.67,   82.70,    1.27,    0.00
01.07.2005 22:20:00,  990.90,   15.58,   83.40,    1.53,    0.00
01.07.2005 22:30:00,  990.94,   15.50,   83.90,    1.62,    0.00
01.07.2005 22:40:00,  991.01,   15.40,   84.60,    1.86,    0.00
01.07.2005 22:50:00,  991.13,   15.31,   85.20,    1.62,    0.00
01.07.2005 23:00:00,  991.20,   15.31,   85.50,    1.38,    0.00
01.07.2005 23:10:00,  991.31,   15.40,   85.40,    1.02,    0.00
01.07.2005 23:20:00,  991.31,   15.43,   85.60,    1.88,    0.00
01.07.2005 23:30:00,  991.31,   15.32,   86.20,    1.99,    0.00
01.07.2005 23:40:00,  991.36,   15.28,   86.10,    2.45,    0.00
01.07.2005 23:50:00,  991.42,   15.25,   85.90,    2.52,    0.00
02.07.2005 00:00:00,  991.50,   15.25,   85.80,    2.22,    0.00
02.07.2005 00:10:00,  991.54,   15.25,   85.40,    2.78,    0.00
02.07.2005 00:20:00,  991.55,   15.24,   85.10,    3.30,    0.00
02.07.2005 00:30:00,  991.55,   15.18,   85.30,    3.03,    0.00
02.07.2005 00:40:00,  991.59,   15.09,   85.80,    2.74,    0.00
02.07.2005 00:50:00,  991.67,   15.02,   86.20,    2.68,    0.00
02.07.2005 01:00:00,  991.67,   14.95,   86.70,    2.62,    0.00
02.07.2005 01:10:00,  991.67,   14.88,   87.10,    2.83,    0.00
02.07.2005 01:20:00,  991.78,   14.85,   87.30,    2.45,    0.00
02.07.2005 01:30:00,  991.80,   14.83,   87.50,    2.45,    0.00
02.07.2005 01:40:00,  991.81,   14.83,   87.50,    2.07,    0.00
02.07.2005 01:50:00,  991.87,   14.84,   87.40,    2.33,    0.00
02.07.2005 02:00:00,  991.86,   14.80,   87.60,    1.95,    0.00
02.07.2005 02:10:00,  991.91,   14.76,   87.80,    2.31,    0.00
02.07.2005 02:20:00,  991.91,   14.72,   87.80,    2.28,    0.00
02.07.2005 02:30:00,  992.01,   14.71,   87.90,    2.58,    0.00
02.07.2005 02:40:00,  992.03,   14.74,   87.50,    2.99,    0.00
02.07.2005 02:50:00,  991.98,   14.77,   87.20,    2.85,    0.00
02.07.2005 03:00:00,  991.94,   14.74,   87.10,    2.41,    0.00
02.07.2005 03:10:00,  991.98,   14.69,   87.10,    2.34,    0.00
02.07.2005 03:20:00,  992.11,   14.68,   87.10,    2.71,    0.00
02.07.2005 03:30:00,  992.16,   14.71,   86.80,    2.15,    0.00
02.07.2005 03:40:00,  992.17,   14.71,   86.70,    2.02,    0.00
02.07.2005 03:50:00,  992.22,   14.71,   86.40,    2.04,    0.00
02.07.2005 04:00:00,  992.21,   14.71,   86.00,    2.17,    0.00
02.07.2005 04:10:00,  992.26,   14.71,   85.80,    2.30,    0.00
02.07.2005 04:20:00,  992.29,   14.68,   85.60,    1.94,    0.00
02.07.2005 04:30:00,  992.30,   14.63,   85.40,    2.00,    0.00
02.07.2005 04:40:00,  992.41,   14.55,   85.70,    2.00,    0.00
02.07.2005 04:50:00,  992.43,   14.51,   85.80,    2.27,    0.00
02.07.2005 05:00:00,  992.52,   14.47,   85.80,    2.13,    0.00
02.07.2005 05:10:00,  992.63,   14.43,   85.90,    2.27,    0.00
02.07.2005 05:20:00,  992.78,   14.34,   86.10,    2.58,    0.00
02.07.2005 05:30:00,  992.88,   14.31,   86.40,    2.40,    0.00
02.07.2005 05:40:00,  992.89,   14.31,   86.40,    2.44,    0.00
02.07.2005 05:50:00,  992.93,   14.31,   86.30,    2.87,    0.00
02.07.2005 06:00:00,  993.10,   14.32,   86.40,    2.62,    0.00
02.07.2005 06:10:00,  993.15,   14.38,   86.40,    2.59,    0.00
02.07.2005 06:20:00,  993.21,   14.47,   86.00,    2.87,    0.00
02.07.2005 06:30:00,  993.25,   14.62,   85.20,    2.40,    0.00
02.07.2005 06:40:00,  993.39,   14.65,   85.00,    2.04,    0.00
02.07.2005 06:50:00,  993.46,   14.78,   84.80,    1.31,    0.00
02.07.2005 07:00:00,  993.53,   15.12,   83.20,    0.86,    0.00
02.07.2005 07:10:00,  993.68,   15.30,   81.60,    1.51,    0.00
02.07.2005 07:20:00,  993.75,   15.41,   81.40,    1.45,    0.00
02.07.2005 07:30:00,  993.85,   15.73,   79.70,    1.23,    0.00
02.07.2005 07:40:00,  993.93,   15.96,   78.10,    1.73,    0.00
02.07.2005 07:50:00,  993.97,   16.32,   76.60,    1.85,    0.00
02.07.2005 08:00:00,  994.00,   16.28,   76.10,    1.62,    0.00
02.07.2005 08:10:00,  994.07,   16.61,   75.70,    1.75,    0.00
02.07.2005 08:20:00,  994.06,   17.28,   73.10,    2.19,    0.00
02.07.2005 08:30:00,  994.18,   17.03,   73.30,    2.35,    0.00
02.07.2005 08:40:00,  994.19,   16.60,   74.30,    1.64,    0.00
02.07.2005 08:50:00,  994.31,   16.60,   74.80,    0.99,    0.00
02.07.2005 09:00:00,  994.37,   17.09,   72.60,    1.54,    0.00
02.07.2005 09:10:00,  994.38,   17.60,   71.60,    1.38,    0.00
02.07.2005 09:20:00,  994.36,   18.15,   68.99,    2.04,    0.00
02.07.2005 09:30:00,  994.39,   18.06,   67.37,    1.85,    0.00
02.07.2005 09:40:00,  994.46,   18.17,   64.22,    1.53,    0.00
02.07.2005 09:50:00,  994.50,   18.69,   62.90,    1.49,    0.00
02.07.2005 10:00:00,  994.56,   18.44,   63.00,    1.83,    0.00
02.07.2005 10:10:00,  994.60,   18.30,   63.49,    1.48,    0.00
02.07.2005 10:20:00,  994.57,   18.67,   63.08,    2.16,    0.00
02.07.2005 10:30:00,  994.58,   18.73,   62.38,    1.40,    0.00
02.07.2005 10:40:00,  994.60,   19.44,   60.09,    0.90,    0.00
02.07.2005 10:50:00,  994.68,   19.33,   60.66,    1.46,    0.00
02.07.2005 11:00:00,  994.66,   19.57,   59.22,    2.52,    0.00
02.07.2005 11:10:00,  994.68,   19.01,   60.78,    1.36,    0.00
02.07.2005 11:20:00,  994.72,   19.50,   57.16,    1.28,    0.00
02.07.2005 11:30:00,  994.67,   20.03,   53.94,    2.60,    0.00
02.07.2005 11:40:00,  994.67,   20.57,   55.20,    2.15,    0.00
02.07.2005 11:50:00,  994.67,   20.54,   54.81,    2.25,    0.00
02.07.2005 12:00:00,  994.67,   20.67,   51.41,    2.30,    0.00
02.07.2005 12:10:00,  994.54,   20.92,   49.66,    2.21,    0.00
02.07.2005 12:20:00,  994.46,   20.87,   50.48,    2.53,    0.00
02.07.2005 12:30:00,  994.41,   21.06,   49.93,    1.41,    0.00
02.07.2005 12:40:00,  994.37,   21.25,   50.42,    2.06,    0.00
02.07.2005 12:50:00,  994.38,   21.06,   49.75,    2.09,    0.00
02.07.2005 13:00:00,  994.35,   21.44,   49.00,    2.13,    0.00
02.07.2005 13:10:00,  994.36,   21.60,   50.43,    1.85,    0.00
02.07.2005 13:20:00,  994.37,   21.01,   50.86,    1.93,    0.00
02.07.2005 13:30:00,  994.26,   21.72,   48.85,    1.55,    0.00
02.07.2005 13:40:00,  994.23,   22.18,   48.33,    2.64,    0.00
02.07.2005 13:50:00,  994.17,   22.04,   49.78,    2.91,    0.00
02.07.2005 14:00:00,  994.18,   22.16,   47.55,    3.09,    0.00
02.07.2005 14:10:00,  994.22,   21.84,   49.11,    2.59,    0.00
02.07.2005 14:20:00,  994.12,   22.21,   48.31,    1.84,    0.00
02.07.2005 14:30:00,  994.07,   22.19,   46.31,    2.67,    0.00
02.07.2005 14:40:00,  994.10,   22.26,   44.83,    1.87,    0.00
02.07.2005 14:50:00,  993.96,   22.25,   45.56,    1.82,    0.00
02.07.2005 15:00:00,  993.95,   22.46,   43.40,    2.74,    0.00
02.07.2005 15:10:00,  994.03,   22.95,   42.03,    1.56,    0.00
02.07.2005 15:20:00,  994.01,   23.08,   40.41,    2.34,    0.00
02.07.2005 15:30:00,  994.01,   22.92,   39.97,    1.87,    0.00
02.07.2005 15:40:00,  994.02,   22.87,   41.88,    1.86,    0.00
02.07.2005 15:50:00,  994.04,   22.86,   41.61,    2.58,    0.00
02.07.2005 16:00:00,  994.04,   23.16,   41.62,    1.51,    0.00
02.07.2005 16:10:00,  994.10,   23.04,   42.20,    1.96,    0.00
02.07.2005 16:20:00,  994.06,   23.04,   42.37,    2.08,    0.00
02.07.2005 16:30:00,  994.06,   23.26,   41.10,    1.37,    0.00
02.07.2005 16:40:00,  994.00,   23.18,   41.66,    1.79,    0.00
02.07.2005 16:50:00,  993.94,   23.03,   42.07,    1.75,    0.00
02.07.2005 17:00:00,  993.93,   23.16,   41.60,    1.41,    0.00
02.07.2005 17:10:00,  993.85,   23.12,   40.59,    2.31,    0.00
02.07.2005 17:20:00,  993.86,   23.29,   39.40,    1.83,    0.00
02.07.2005 17:30:00,  993.82,   23.12,   40.10,    1.90,    0.00
02.07.2005 17:40:00,  993.76,   23.05,   41.37,    1.63,    0.00
02.07.2005 17:50:00,  993.70,   23.41,   40.97,    0.68,    0.00
02.07.2005 18:00:00,  993.68,   23.42,   41.00,    1.07,    0.00
02.07.2005 18:10:00,  993.68,   23.17,   41.93,    1.08,    0.00
02.07.2005 18:20:00,  993.68,   23.03,   41.49,    1.05,    0.00
02.07.2005 18:30:00,  993.70,   23.07,   41.86,    0.92,    0.00
02.07.2005 18:40:00,  993.78,   22.93,   42.30,    0.80,    0.00
02.07.2005 18:50:00,  993.80,   22.70,   43.32,    1.19,    0.00
02.07.2005 19:00:00,  993.81,   22.34,   43.13,    1.53,    0.00
02.07.2005 19:10:00,  993.84,   21.94,   44.61,    1.19,    0.00
02.07.2005 19:20:00,  993.95,   21.58,   46.12,    1.57,    0.00
02.07.2005 19:30:00,  993.97,   21.45,   46.51,    1.64,    0.00
02.07.2005 19:40:00,  993.99,   21.39,   46.76,    1.47,    0.00
02.07.2005 19:50:00,  994.04,   21.29,   47.14,    1.22,    0.00
02.07.2005 20:00:00,  994.12,   21.13,   48.40,    1.28,    0.00
02.07.2005 20:10:00,  994.18,   20.87,   49.97,    1.34,    0.00
02.07.2005 20:20:00,  994.20,   20.58,   51.20,    1.34,    0.00
02.07.2005 20:30:00,  994.28,   20.01,   53.81,    0.44,    0.00
02.07.2005 20:40:00,  994.30,   19.69,   54.66,    0.33,    0.00
02.07.2005 20:50:00,  994.31,   19.78,   54.72,    0.60,    0.00
02.07.2005 21:00:00,  994.45,   19.40,   56.94,    0.52,    0.00
02.07.2005 21:10:00,  994.49,   18.66,   60.95,    0.26,    0.00
02.07.2005 21:20:00,  994.60,   18.06,   62.42,    0.93,    0.00
02.07.2005 21:30:00,  994.61,   17.77,   63.10,    1.35,    0.00
02.07.2005 21:40:00,  994.63,   17.95,   62.27,    1.12,    0.00
02.07.2005 21:50:00,  994.65,   17.77,   63.02,    0.36,    0.00
02.07.2005 22:00:00,  994.65,   17.61,   64.17,    0.02,    0.00
02.07.2005 22:10:00,  994.64,   17.30,   64.83,    0.39,    0.00
02.07.2005 22:20:00,  994.78,   17.08,   65.70,    0.72,    0.00
02.07.2005 22:30:00,  994.79,   16.89,   67.28,    0.45,    0.00
02.07.2005 22:40:00,  994.80,   16.58,   68.11,    0.85,    0.00
02.07.2005 22:50:00,  994.86,   16.44,   68.50,    1.65,    0.00
02.07.2005 23:00:00,  994.92,   16.53,   68.76,    1.09,    0.00
02.07.2005 23:10:00,  994.92,   16.28,   70.80,    1.38,    0.00
02.07.2005 23:20:00,  994.93,   16.17,   72.40,    1.98,    0.00
02.07.2005 23:30:00,  994.91,   16.00,   74.30,    1.97,    0.00
02.07.2005 23:40:00,  994.81,   15.73,   75.80,    1.23,    0.00
02.07.2005 23:50:00,  994.81,   15.70,   76.60,    1.13,    0.00
03.07.2005 00:00:00,  994.70,   15.64,   77.40,    1.46,    0.00
03.07.2005 00:10:00,  994.70,   15.56,   78.30,    1.47,    0.00
03.07.2005 00:20:00,  994.67,   15.38,   80.10,    0.96,    0.00
03.07.2005 00:30:00,  994.59,   15.24,   81.40,    0.08,    0.00
03.07.2005 00:40:00,  994.61,   15.13,   82.20,    1.11,    0.00
03.07.2005 00:50:00,  994.52,   15.06,   83.20,    1.33,    0.00
03.07.2005 01:00:00,  994.50,   15.10,   83.60,    1.21,    0.00
03.07.2005 01:10:00,  994.50,   15.06,   84.10,    0.02,    0.00
03.07.2005 01:20:00,  994.50,   14.85,   85.70,    0.00,    0.00
03.07.2005 01:30:00,  994.50,   14.93,   84.80,    0.00,    0.00
03.07.2005 01:40:00,  994.50,   14.85,   84.30,    0.00,    0.00
03.07.2005 01:50:00,  994.40,   14.89,   84.80,    0.00,    0.00
03.07.2005 02:00:00,  994.29,   14.78,   86.60,    0.29,    0.00
03.07.2005 02:10:00,  994.18,   14.65,   86.20,    0.65,    0.00
03.07.2005 02:20:00,  994.08,   14.60,   86.20,    0.78,    0.00
03.07.2005 02:30:00,  994.01,   14.63,   86.10,    0.86,    0.00
03.07.2005 02:40:00,  994.01,   14.76,   85.70,    0.48,    0.00
03.07.2005 02:50:00,  993.93,   14.76,   85.80,    0.40,    0.00
03.07.2005 03:00:00,  993.89,   14.86,   84.90,    0.16,    0.00
03.07.2005 03:10:00,  993.89,   14.90,   85.70,    0.19,    0.00
03.07.2005 03:20:00,  993.89,   14.57,   87.70,    0.24,    0.00
03.07.2005 03:30:00,  993.92,   14.40,   88.50,    0.33,    0.00
03.07.2005 03:40:00,  994.00,   14.31,   88.90,    0.23,    0.00
03.07.2005 03:50:00,  993.96,   14.34,   89.20,    0.00,    0.00
03.07.2005 04:00:00,  993.89,   14.30,   89.70,    0.00,    0.00
03.07.2005 04:10:00,  993.87,   14.24,   89.60,    0.00,    0.00
03.07.2005 04:20:00,  993.77,   14.29,   89.10,    0.00,    0.00
03.07.2005 04:30:00,  993.76,   14.38,   88.70,    0.66,    0.00
03.07.2005 04:40:00,  993.76,   14.36,   89.00,    0.85,    0.00
03.07.2005 04:50:00,  993.77,   14.41,   88.90,    0.61,    0.00
03.07.2005 05:00:00,  993.82,   14.45,   88.60,    0.75,    0.00
03.07.2005 05:10:00,  993.80,   14.50,   87.80,    1.10,    0.00
03.07.2005 05:20:00,  993.76,   14.57,   87.70,    0.90,    0.00
03.07.2005 05:30:00,  993.76,   14.53,   88.10,    0.79,    0.00
03.07.2005 05:40:00,  993.76,   14.57,   88.30,    0.37,    0.00
03.07.2005 05:50:00,  993.76,   14.79,   87.80,    0.52,    0.00
03.07.2005 06:00:00,  993.76,   14.85,   87.70,    0.72,    0.00
03.07.2005 06:10:00,  993.76,   14.99,   87.50,    0.83,    0.00
03.07.2005 06:20:00,  993.76,   15.02,   87.10,    1.27,    0.00
03.07.2005 06:30:00,  993.76,   15.20,   86.80,    0.81,    0.00
03.07.2005 06:40:00,  993.77,   15.52,   85.30,    0.66,    0.00
03.07.2005 06:50:00,  993.76,   15.66,   85.00,    0.94,    0.00
03.07.2005 07:00:00,  993.75,   15.86,   83.80,    0.75,    0.00
03.07.2005 07:10:00,  993.72,   16.14,   83.50,    0.88,    0.00
03.07.2005 07:20:00,  993.72,   16.63,   81.60,    0.53,    0.00
03.07.2005 07:30:00,  993.81,   17.12,   80.30,    0.84,    0.00
03.07.2005 07:40:00,  993.82,   17.24,   79.10,    1.25,    0.00
03.07.2005 07:50:00,  993.82,   17.42,   79.40,    1.29,    0.00
03.07.2005 08:00:00,  993.82,   17.87,   78.30,    0.84,    0.00
03.07.2005 08:10:00,  993.80,   18.24,   76.80,    1.43,    0.00
03.07.2005 08:20:00,  993.78,   18.42,   77.20,    0.90,    0.00
03.07.2005 08:30:00,  993.69,   18.88,   75.90,    0.60,    0.00
03.07.2005 08:40:00,  993.67,   19.33,   74.30,    0.99,    0.00
03.07.2005 08:50:00,  993.64,   19.56,   73.50,    1.42,    0.00
03.07.2005 09:00:00,  993.57,   19.85,   72.70,    0.89,    0.00
03.07.2005 09:10:00,  993.48,   20.31,   71.40,    0.97,    0.00
03.07.2005 09:20:00,  993.46,   20.55,   70.10,    1.50,    0.00
03.07.2005 09:30:00,  993.39,   21.13,   67.16,    1.34,    0.00
03.07.2005 09:40:00,  993.32,   21.49,   64.30,    1.62,    0.00
03.07.2005 09:50:00,  993.29,   21.36,   64.32,    1.87,    0.00
03.07.2005 10:00:00,  993.29,   21.33,   63.24,    1.67,    0.00
03.07.2005 10:10:00,  993.28,   21.79,   62.00,    2.14,    0.00
03.07.2005 10:20:00,  993.19,   21.57,   62.39,    2.52,    0.00
03.07.2005 10:30:00,  993.16,   21.92,   61.75,    1.93,    0.00
03.07.2005 10:40:00,  993.09,   22.37,   59.95,    2.22,    0.00
03.07.2005 10:50:00,  993.08,   23.18,   55.07,    2.27,    0.00
03.07.2005 11:00:00,  993.07,   23.04,   51.99,    2.88,    0.00
03.07.2005 11:10:00,  993.04,   23.50,   51.46,    3.23,    0.00
03.07.2005 11:20:00,  992.99,   23.31,   51.46,    3.17,    0.00
03.07.2005 11:30:00,  992.94,   23.81,   49.06,    3.31,    0.00
03.07.2005 11:40:00,  992.86,   23.94,   48.59,    3.72,    0.00
03.07.2005 11:50:00,  992.80,   24.00,   48.81,    3.55,    0.00
03.07.2005 12:00:00,  992.74,   24.19,   47.66,    2.62,    0.00
03.07.2005 12:10:00,  992.66,   24.14,   48.22,    2.74,    0.00
03.07.2005 12:20:00,  992.54,   23.86,   48.28,    2.68,    0.00
03.07.2005 12:30:00,  992.43,   23.86,   48.43,    2.66,    0.00
03.07.2005 12:40:00,  992.34,   24.15,   47.93,    2.26,    0.00
03.07.2005 12:50:00,  992.30,   24.58,   46.39,    2.07,    0.00
03.07.2005 13:00:00,  992.21,   24.77,   45.67,    3.41,    0.00
