Date Time,p (mbar),T (degC),rh (%),wv (m/s),rain (mm)
02.01.2012 03:20:00,  980.21,   11.85,   75.90,    9.70,    0.00
02.01.2012 03:30:00,  980.22,   11.83,   76.20,    9.74,    0.00
02.01.2012 03:40:00,  980.20,   11.78,   76.30,    8.15,    0.00
02.01.2012 03:50:00,  980.06,   11.82,   76.10,    9.07,    0.00
02.01.2012 04:00:00,  979.86,   11.91,   75.70,    8.49,    0.00
02.01.2012 04:10:00,  979.84,   11.92,   75.60,    8.50,    0.00
02.01.2012 04:20:00,  979.71,   11.96,   75.10,    7.64,    0.00
02.01.2012 04:30:00,  979.66,   12.02,   74.50,    7.68,    0.00
02.01.2012 04:40:00,  979.65,   12.03,   74.20,    6.43,    0.00
02.01.2012 04:50:00,  979.57,   11.96,   74.50,    5.21,    0.00
02.01.2012 05:00:00,  979.55,   11.84,   75.10,    2.61,    0.00
02.01.2012 05:10:00,  979.48,   11.74,   75.40,    4.04,    0.00
02.01.2012 05:20:00,  979.31,   11.79,   75.00,    4.24,    0.00
02.01.2012 05:30:00,  979.27,   11.83,   74.70,    4.05,    0.00
02.01.2012 05:40:00,  979.38,   11.84,   74.80,    3.38,    0.00
02.01.2012 05:50:00,  979.34,   11.81,   74.90,    3.62,    0.00
02.01.2012 06:00:00,  979.25,   11.89,   74.60,    5.02,    0.00
02.01.2012 06:10:00,  979.18,   11.88,   74.50,    5.24,    0.00
02.01.2012 06:20:00,  979.17,   11.91,   74.20,    4.78,    0.00
02.01.2012 06:30:00,  979.16,   11.90,   74.30,    6.26,    0.00
02.01.2012 06:40:00,  979.13,   11.85,   74.60,    5.81,    0.00
02.01.2012 06:50:00,  979.02,   11.81,   74.80,    5.68,    0.00
02.01.2012 07:00:00,  979.04,   11.70,   75.30,    5.77,    0.00
02.01.2012 07:10:00,  979.00,   11.73,   75.10,    6.66,    0.00
02.01.2012 07:20:00,  978.98,   11.77,   74.90,    7.20,    0.00
02.01.2012 07:30:00,  978.89,   11.76,   74.80,    6.55,    0.00
02.01.2012 07:40:00,  978.71,   11.76,   74.50,    8.25,    0.00
02.01.2012 07:50:00,  978.60,   11.72,   74.50,    7.22,    0.00
02.01.2012 08:00:00,  978.58,   11.74,   74.10,    7.09,    0.00
02.01.2012 08:10:00,  978.69,   11.74,   73.90,    6.07,    0.00
02.01.2012 08:20:00,  978.83,   11.69,   74.00,    5.63,    0.00
02.01.2012 08:30:00,  978.95,   11.64,   74.20,    4.99,    0.00
02.01.2012 08:40:00,  978.97,   11.65,   74.10,    5.36,    0.00
02.01.2012 08:50:00,  979.07,   11.63,   74.30,    5.20,    0.00
02.01.2012 09:00:00,  979.09,   11.56,   74.70,    5.35,    0.00
02.01.2012 09:10:00,  979.10,   11.51,   74.80,    4.74,    0.00
02.01.2012 09:20:00,  979.15,   11.50,   74.10,    5.47,    0.00
02.01.2012 09:30:00,  979.19,   11.45,   73.90,    5.21,    0.00
02.01.2012 09:40:00,  979.21,   11.43,   73.40,    4.69,    0.00
02.01.2012 09:50:00,  979.21,   11.44,   73.10,    4.39,    0.00
02.01.2012 10:00:00,  979.24,   11.45,   73.20,    3.21,    0.00
02.01.2012 10:10:00,  979.31,   11.43,   73.20,    4.28,    0.00
02.01.2012 10:20:00,  979.42,   11.42,   73.50,    4.83,    0.00
02.01.2012 10:30:00,  979.45,   11.25,   75.10,    4.05,    0.00
02.01.2012 10:40:00,  979.55,   10.93,   77.50,    4.04,    0.00
02.01.2012 10:50:00,  979.71,   10.21,   80.00,    2.83,    0.00
02.01.2012 11:00:00,  979.81,    9.20,   82.40,    3.09,    0.00
02.01.2012 11:10:00,  979.81,    8.62,   84.50,    2.91,    0.00
02.01.2012 11:20:00,  979.76,    8.27,   86.10,    2.13,    0.10
02.01.2012 11:30:00,  979.61,    7.95,   88.10,    2.02,    0.00
02.01.2012 11:40:00,  979.54,    7.75,   89.60,    1.83,    0.00
02.01.2012 11:50:00,  979.49,    7.61,   90.70,    1.90,    0.10
02.01.2012 12:00:00,  979.59,    7.57,   91.40,    1.55,    0.10
02.01.2012 12:10:00,  979.62,    7.61,   92.20,    1.04,    0.20
02.01.2012 12:20:00,  979.47,    7.74,   91.90,    0.47,    0.10
02.01.2012 12:30:00,  979.31,    7.78,   91.10,    0.66,    0.10
02.01.2012 12:40:00,  979.30,    7.71,   91.60,    0.68,    0.20
02.01.2012 12:50:00,  979.32,    7.66,   92.10,    0.81,    0.70
02.01.2012 13:00:00,  979.34,    7.55,   93.20,    1.04,    0.50
02.01.2012 13:10:00,  979.34,    7.53,   93.80,    1.66,    0.50
02.01.2012 13:20:00,  979.40,    7.50,   94.10,    2.25,    0.40
02.01.2012 13:30:00,  979.41,    7.51,   93.10,    2.81,    0.30
02.01.2012 13:40:00,  979.48,    7.58,   91.80,    2.71,    0.10
02.01.2012 13:50:00,  979.58,    7.64,   91.50,    2.28,    0.20
02.01.2012 14:00:00,  979.71,    7.59,   91.90,    2.03,    0.20
02.01.2012 14:10:00,  979.98,    7.51,   91.60,    2.71,    0.30
02.01.2012 14:20:00,  980.24,    7.16,   89.40,    2.25,    0.20
02.01.2012 14:30:00,  980.51,    6.92,   89.10,    1.47,    0.20
02.01.2012 14:40:00,  980.70,    6.89,   90.30,    1.13,    0.20
02.01.2012 14:50:00,  980.95,    6.90,   90.40,    1.57,    0.00
02.01.2012 15:00:00,  981.20,    6.86,   90.60,    1.31,    0.10
02.01.2012 15:10:00,  981.37,    6.85,   91.20,    0.75,    0.00
02.01.2012 15:20:00,  981.53,    6.85,   91.30,    1.13,    0.00
02.01.2012 15:30:00,  981.75,    6.84,   91.20,    1.30,    0.00
02.01.2012 15:40:00,  982.07,    6.86,   91.10,    1.75,    0.00
02.01.2012 15:50:00,  982.33,    6.82,   90.90,    1.26,    0.00
02.01.2012 16:00:00,  982.60,    6.62,   89.50,    1.56,    0.00
02.01.2012 16:10:00,  982.90,    6.32,   89.40,    2.06,    0.00
02.01.2012 16:20:00,  983.19,    6.08,   90.60,    2.17,    0.00
02.01.2012 16:30:00,  983.40,    5.86,   90.30,    1.85,    0.00
02.01.2012 16:40:00,  983.54,    5.73,   90.40,    2.00,    0.00
02.01.2012 16:50:00,  983.78,    5.64,   90.90,    1.84,    0.00
02.01.2012 17:00:00,  984.06,    5.64,   91.00,    2.24,    0.00
02.01.2012 17:10:00,  984.31,    5.66,   90.70,    2.16,    0.00
02.01.2012 17:20:00,  984.61,    5.67,   89.30,    2.32,    0.00
02.01.2012 17:30:00,  984.80,    5.68,   88.70,    1.54,    0.00
02.01.2012 17:40:00,  984.93,    5.62,   89.00,    1.72,    0.00
02.01.2012 17:50:00,  985.14,    5.58,   89.20,    1.89,    0.00
02.01.2012 18:00:00,  985.29,    5.53,   89.60,    1.33,    0.00
02.01.2012 18:10:00,  985.38,    5.50,   90.00,    1.65,    0.00
02.01.2012 18:20:00,  985.55,    5.52,   89.70,    1.97,    0.00
02.01.2012 18:30:00,  985.68,    5.50,   89.50,    1.82,    0.00
02.01.2012 18:40:00,  985.79,    5.49,   89.20,    1.78,    0.00
02.01.2012 18:50:00,  986.00,    5.57,   88.20,    1.67,    0.00
02.01.2012 19:00:00,  986.19,    5.62,   87.40,    1.69,    0.00
02.01.2012 19:10:00,  986.31,    5.51,   87.50,    1.95,    0.00
02.01.2012 19:20:00,  986.45,    5.41,   87.30,    1.75,    0.00
02.01.2012 19:30:00,  986.63,    5.30,   87.00,    2.17,    0.00
02.01.2012 19:40:00,  986.81,    5.29,   85.90,    2.68,    0.00
02.01.2012 19:50:00,  986.94,    5.23,   85.40,    2.51,    0.10
02.01.2012 20:00:00,  987.05,    5.13,   85.70,    2.35,    0.00
02.01.2012 20:10:00,  987.07,    5.06,   85.50,    2.26,    0.00
02.01.2012 20:20:00,  987.20,    5.04,   85.30,    2.21,    0.00
02.01.2012 20:30:00,  987.41,    5.02,   85.20,    1.78,    0.00
02.01.2012 20:40:00,  987.58,    4.94,   85.50,    0.95,    0.00
02.01.2012 20:50:00,  987.71,    4.95,   84.90,    0.75,    0.00
02.01.2012 21:00:00,  987.76,    4.93,   84.70,    0.63,    0.00
02.01.2012 21:10:00,  987.84,    4.84,   84.40,    1.26,    0.00
02.01.2012 21:20:00,  987.93,    4.74,   84.40,    1.31,    0.00
02.01.2012 21:30:00,  988.14,    4.68,   84.60,    0.79,    0.00
02.01.2012 21:40:00,  988.36,    4.60,   84.50,    0.87,    0.00
02.01.2012 21:50:00,  988.50,    4.62,   84.00,    0.80,    0.00
02.01.2012 22:00:00,  988.67,    4.53,   84.50,    0.87,    0.00
02.01.2012 22:10:00,  988.77,    4.32,   85.80,    0.98,    0.00
02.01.2012 22:20:00,  988.93,    4.31,   85.40,    0.88,    0.00
02.01.2012 22:30:00,  989.06,    4.32,   85.50,    0.45,    0.00
02.01.2012 22:40:00,  989.12,    4.15,   87.60,    0.65,    0.00
02.01.2012 22:50:00,  989.23,    4.04,   88.50,    0.59,    0.00
02.01.2012 23:00:00,  989.48,    4.01,   88.80,    0.53,    0.00
02.01.2012 23:10:00,  989.70,    3.91,   88.80,    0.83,    0.00
02.01.2012 23:20:00,  989.79,    3.93,   88.90,    0.45,    0.00
02.01.2012 23:30:00,  989.91,    3.81,   88.30,    1.03,    0.00
02.01.2012 23:40:00,  989.99,    3.75,   88.40,    0.62,    0.00
02.01.2012 23:50:00,  990.04,    3.97,   86.70,    0.61,    0.00
03.01.2012 00:00:00,  990.08,    4.16,   84.80,    0.94,    0.00
03.01.2012 00:10:00,  990.13,    4.41,   82.10,    2.58,    0.00
03.01.2012 00:20:00,  990.16,    4.49,   80.80,    2.82,    0.00
03.01.2012 00:30:00,  990.25,    4.39,   80.70,    3.03,    0.00
03.01.2012 00:40:00,  990.34,    4.28,   80.90,    3.08,    0.00
03.01.2012 00:50:00,  990.53,    4.12,   81.70,    3.12,    0.00
03.01.2012 01:00:00,  990.61,    3.88,   82.60,    3.01,    0.00
03.01.2012 01:10:00,  990.66,    3.89,   81.80,    4.34,    0.00
03.01.2012 01:20:00,  990.84,    3.96,   80.60,    3.28,    0.00
03.01.2012 01:30:00,  991.01,    3.65,   81.70,    3.33,    0.00
03.01.2012 01:40:00,  991.15,    3.42,   82.20,    1.83,    0.00
03.01.2012 01:50:00,  991.36,    3.26,   82.40,    1.41,    0.00
03.01.2012 02:00:00,  991.51,    3.15,   82.30,    1.15,    0.00
03.01.2012 02:10:00,  991.61,    3.13,   81.90,    1.44,    0.00
03.01.2012 02:20:00,  991.66,    3.07,   82.00,    0.72,    0.00
03.01.2012 02:30:00,  991.96,    2.99,   82.20,    0.74,    0.00
03.01.2012 02:40:00,  992.03,    2.93,   82.40,    0.78,    0.00
03.01.2012 02:50:00,  992.19,    2.66,   83.30,    1.00,    0.00
03.01.2012 03:00:00,  992.17,    2.26,   85.00,    0.99,    0.00
03.01.2012 03:10:00,  992.38,    2.20,   85.50,    1.14,    0.00
03.01.2012 03:20:00,  992.30,    2.06,   85.80,    0.58,    0.00
03.01.2012 03:30:00,  992.48,    1.80,   86.50,    0.81,    0.00
03.01.2012 03:40:00,  992.55,    1.74,   85.40,    2.59,    0.00
03.01.2012 03:50:00,  992.62,    1.67,   85.30,    1.57,    0.00
03.01.2012 04:00:00,  992.68,    1.54,   86.00,    2.00,    0.00
03.01.2012 04:10:00,  992.85,    1.42,   85.70,    2.30,    0.00
03.01.2012 04:20:00,  992.92,    1.20,   86.60,    2.06,    0.00
03.01.2012 04:30:00,  992.89,    1.10,   87.30,    2.66,    0.00
03.01.2012 04:40:00,  992.96,    1.19,   86.60,    2.28,    0.00
03.01.2012 04:50:00,  993.05,    1.14,   86.10,    2.28,    0.00
03.01.2012 05:00:00,  993.02,    1.02,   86.40,    1.73,    0.00
03.01.2012 05:10:00,  992.93,    0.97,   86.20,    2.93,    0.00
03.01.2012 05:20:00,  992.99,    1.03,   85.90,    4.19,    0.00
03.01.2012 05:30:00,  993.02,    1.13,   85.10,    4.49,    0.00
03.01.2012 05:40:00,  992.98,    0.97,   85.50,    4.24,    0.00
03.01.2012 05:50:00,  992.91,    0.67,   86.90,    4.07,    0.00
03.01.2012 06:00:00,  992.80,    0.83,   87.00,    4.20,    0.00
03.01.2012 06:10:00,  992.88,    1.27,   85.60,    4.03,    0.00
03.01.2012 06:20:00,  992.91,    1.30,   84.40,    4.34,    0.00
03.01.2012 06:30:00,  992.93,    1.22,   85.70,    3.83,    0.00
03.01.2012 06:40:00,  992.91,    1.39,   85.20,    3.85,    0.00
03.01.2012 06:50:00,  993.03,    1.65,   84.20,    4.22,    0.00
03.01.2012 07:00:00,  993.18,    1.84,   82.50,    3.44,    0.00
03.01.2012 07:10:00,  993.13,    1.92,   81.10,    3.88,    0.00
03.01.2012 07:20:00,  993.01,    1.95,   80.30,    4.63,    0.00
03.01.2012 07:30:00,  993.12,    1.98,   79.70,    4.99,    0.00
03.01.2012 07:40:00,  993.12,    2.15,   78.50,    5.58,    0.00
03.01.2012 07:50:00,  993.08,    2.16,   78.20,    4.63,    0.00
03.01.2012 08:00:00,  992.99,    2.11,   78.40,    3.85,    0.00
03.01.2012 08:10:00,  992.86,    2.22,   77.90,    3.82,    0.00
03.01.2012 08:20:00,  992.73,    2.34,   77.40,    3.25,    0.00
03.01.2012 08:30:00,  992.50,    2.46,   76.80,    4.18,    0.00
03.01.2012 08:40:00,  992.45,    2.51,   76.60,    4.56,    0.00
03.01.2012 08:50:00,  992.34,    2.61,   76.20,    3.84,    0.00
03.01.2012 09:00:00,  992.21,    2.78,   75.40,    4.91,    0.00
03.01.2012 09:10:00,  992.12,    2.98,   74.40,    7.57,    0.00
03.01.2012 09:20:00,  992.17,    3.15,   73.70,    6.41,    0.00
03.01.2012 09:30:00,  991.93,    3.30,   73.20,    6.97,    0.00
03.01.2012 09:40:00,  991.70,    3.46,   72.90,    6.62,    0.00
03.01.2012 09:50:00,  991.56,    3.61,   72.70,    7.22,    0.00
03.01.2012 10:00:00,  991.37,    3.78,   72.50,    5.75,    0.00
03.01.2012 10:10:00,  991.15,    3.96,   71.40,    5.93,    0.00
03.01.2012 10:20:00,  990.85,    4.11,   70.70,    7.04,    0.00
03.01.2012 10:30:00,  990.63,    4.26,   69.81,    7.85,    0.00
03.01.2012 10:40:00,  990.58,    4.40,   69.17,    7.98,    0.00
03.01.2012 10:50:00,  990.56,    4.47,   69.11,    8.39,    0.00
03.01.2012 11:00:00,  990.52,    4.55,   69.21,    7.72,    0.00
03.01.2012 11:10:00,  990.19,    4.63,   68.87,    9.63,    0.00
03.01.2012 11:20:00,  989.73,    4.68,   68.68,    9.42,    0.00
03.01.2012 11:30:00,  989.55,    4.69,   68.35,    9.03,    0.00
03.01.2012 11:40:00,  989.23,    4.79,   67.97,    9.95,    0.00
03.01.2012 11:50:00,  988.90,    4.93,   67.23,   11.02,    0.00
03.01.2012 12:00:00,  988.65,    4.98,   66.71,    9.76,    0.00
03.01.2012 12:10:00,  988.54,    5.05,   66.58,    7.37,    0.00
03.01.2012 12:20:00,  988.28,    5.15,   65.81,    8.58,    0.00
03.01.2012 12:30:00,  988.00,    5.23,   65.64,    8.49,    0.00
03.01.2012 12:40:00,  987.54,    5.28,   65.54,    7.89,    0.00
03.01.2012 12:50:00,  987.27,    5.31,   65.47,    7.87,    0.00
03.01.2012 13:00:00,  987.05,    5.49,   64.72,    8.40,    0.00
